"Sample_mean","Sample_median","Sample_sd","B.cells_mean","B.cells_median","B.cells_sd","Macrophages.M1_mean","Macrophages.M1_median","Macrophages.M1_sd","Macrophages.M2_mean","Macrophages.M2_median","Macrophages.M2_sd","Monocytes_mean","Monocytes_median","Monocytes_sd","Neutrophils_mean","Neutrophils_median","Neutrophils_sd","NK.cells_mean","NK.cells_median","NK.cells_sd","T.cells.CD4_mean","T.cells.CD4_median","T.cells.CD4_sd","T.cells.CD8_mean","T.cells.CD8_median","T.cells.CD8_sd","Tregs_mean","Tregs_median","Tregs_sd","Dendritic.cells_mean","Dendritic.cells_median","Dendritic.cells_sd","Other_mean","Other_median","Other_sd"
NA,NA,NA,0.0271765564315294,0.0221105950844627,0.0193099916844647,0.0947310823242038,0.0805328956879138,0.0700820726503193,0.0703934556241205,0.065871079680015,0.0372559076338293,0.00189156462154834,0,0.0207258532704137,0.0942856192650388,0.0833129929160371,0.0526704356103802,0.0223354455889698,0.020738449899785,0.00861584495105866,0.00397065768936096,0,0.0170645607057611,0.0187319320308082,0.0107872176926802,0.0238332598093686,0.0451856557982451,0.0410780759336696,0.022646038898342,0.00549679015106952,0,0.0123813687608801,0.615801240475106,0.62280237577707,0.121486531403999
