"SampleID","Sample","B.cells","Macrophages.M1","Macrophages.M2","Monocytes","Neutrophils","NK.cells","T.cells.CD4","T.cells.CD8","Tregs","Dendritic.cells","Other","GDPD2","Group"
"TCGA-44-3917-01B-02R-A277-07",NA,0.0756381868541244,0.0398592980706816,0.0553705922946551,0,0.00941838511676507,0.0220068247057866,0,0.0090018027624802,0.0756423995638952,0.0607885724070787,0.652273938224533,4.91655658817412,"High"
"TCGA-44-3918-01B-02R-A277-07",NA,0.0719445675041752,0.133376456998755,0.0346200517039709,0,0.0694361153494753,0.0407091049671036,0,0.0148293248948427,0.109469384404476,0.0233552432491714,0.50225975092803,5.11810091828268,"High"
"TCGA-44-3919-01A-02R-1107-07",NA,0.0308834548530271,0.140567093137578,0.0871671601802869,0,0.0952091312255218,0.0279539974099035,0,0.0312168605477129,0.0671172791797781,0,0.519885023466192,4.87685084094458,"High"
"TCGA-44-4112-01A-01R-1107-07",NA,0.0196380365531491,0.214421218148503,0.0555371447509309,0,0.0805738841208526,0.0306591376930998,0,0.0123239892100223,0.0360349429478348,0,0.550811646575608,4.39816211069413,"Low"
"TCGA-44-5643-01A-01R-1628-07",NA,0.0258481555359103,0.0151171251868783,0.0631192954482495,0,0.0571393047007848,0.0295001666490888,0,0.0107356184332615,0.0366041209159965,0.011960976174057,0.749975236955773,5.62136926868597,"High"
"TCGA-44-5644-01A-21R-2039-07",NA,0.0280888186371886,0.035894516801898,0.0118580911852282,0,0.0472896883654699,0.0206203494544172,0,0.00474983217739085,0.0208900230475897,0.0139198096397812,0.816688870691036,4.41441538103449,"Low"
"TCGA-44-5645-01B-04R-A277-07",NA,0.0663308662132229,0.0208595542155123,0.0675479501186531,0,0.170573621445954,0.03377752943104,0,0,0.0743120480067497,0.0323640426112409,0.534234387957627,5.19373472775188,"High"
"TCGA-44-6145-01A-11R-1755-07",NA,0.0453613073671123,0.0823538968711719,0.0617329494031347,0,0.0745119773332076,0.0142019755441946,0,0.0661544655937753,0.0533714215197261,0,0.602312006367677,4.41276406533002,"Low"
"TCGA-44-6146-01A-11R-A278-07",NA,0.039775865462845,0.0240021497207058,0.0318550281654634,0,0.074021396966791,0.0193077678906462,0,0,0.0523761590110248,0.0226612606809903,0.736000372101533,6.99166537060566,"High"
"TCGA-44-6147-01A-11R-1755-07",NA,0.0577072562033638,0.0485317989855021,0.066272488081386,0,0.140804686255251,0.0372844667800882,0.000795447452515068,0.0108489833100223,0.0525354306436037,0.0161359250697955,0.569083517218472,4.96248542308941,"High"
