"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Gene"
14.3757637831949,3.93033628610747,0.188118665210677,20.8928565472534,6.21863289686719e-97,2.47594868788767e-92,"GDPD2"
516.032962877485,6.04449518782488,0.34317476741847,17.6134604338616,1.94201215200004e-69,3.86606069159407e-65,"ANXA10"
640.494145857667,6.60718357177418,0.388576381155344,17.003564529911,7.72748908590968e-65,1.02556659318498e-60,"UPK1B"
108.00987104438,4.07820398745755,0.246654019262642,16.53410716618,2.08443740116618e-61,2.07479687818579e-57,"MYO1A"
68.2155721842233,6.35950730698667,0.38594412324187,16.4777928306508,5.29841520974017e-61,4.2191280315161e-57,"ONECUT3"
252.066072408369,6.27779512096879,0.40348467334138,15.5589432158115,1.3836459867004e-54,9.18164416007941e-51,"REG4"
328.203238066946,4.15322523235692,0.271296842787535,15.3087857185625,6.67994144630602e-53,3.79945526692392e-49,"CDHR2"
555.856906438919,7.42264624236669,0.532800829708478,13.9313714027585,4.08436894416803e-44,2.03273936890063e-40,"TFF2"
99.4127516322105,4.28220911763862,0.309754896460666,13.8245082372165,1.81347521836474e-43,8.02261286879914e-40,"FER1L6"
82.3111577729576,3.58195826514818,0.281419354120001,12.7281873570813,4.1230008880186e-37,1.64157280356461e-33,"A2ML1"
686.870541675454,3.72338307769824,0.295700391560705,12.5917421280582,2.34441353408896e-36,7.77856873831266e-33,"GABRP"
60.8028570770734,4.07971425208509,0.323857233049004,12.597261495987,2.18603349449543e-36,7.77856873831266e-33,"DSG3"
299.145731134634,3.80496971815166,0.303200887152488,12.5493357024316,4.0085876660971e-36,1.22770706096658e-32,"B3GALT5"
1019.97048698747,4.00175029344745,0.319623474540064,12.5202014626928,5.78880290619798e-36,1.64629419793052e-32,"PSCA"
41.3149835168063,4.84008224553477,0.387779790778288,12.4815226596016,9.41684027513348e-36,2.49954330369626e-32,"SLC9A4"
185.64315593393,2.49389555998252,0.204772085009875,12.1788844405342,4.02752932703329e-34,1.00222550097394e-30,"COLGALT2"
829.627854126008,3.01850030480735,0.252400908853022,11.9591499037156,5.81542036421795e-33,1.36200565765493e-29,"DUOX2"
200.30381509362,3.93005625060575,0.338074985075958,11.6248064012271,3.08291476535734e-31,6.81923618792792e-28,"ARL14"
2248.77828873318,3.88583845286146,0.337619215599542,11.5095298884603,1.18120539732137e-30,2.4752469944395e-27,"LGALS4"
18.4557957504153,2.8029020936616,0.244582251625886,11.4599570288891,2.0961877377061e-30,4.17298573883842e-27,"PDZD3"
1133.72151454344,-4.33315731742159,0.386241938233836,-11.2187644284196,3.2984662572619e-29,6.25373495394679e-26,"PCSK2"
25.2781008273138,4.76251422275843,0.427502494332922,11.1403191464178,7.98327512139481e-29,1.44479135890152e-25,"TM4SF20"
74.3894415744625,2.95361019119543,0.265296517557087,11.1332414703102,8.64340785067774e-29,1.49624905902058e-25,"DUOXA2"
33.4776670661755,-4.51279425317671,0.413421368641359,-10.9157256868634,9.69518897541784e-28,1.60839145440109e-24,"AL353586.1"
886.276089773059,2.97466890992671,0.275749406370504,10.7875804669181,3.94026729588591e-27,6.03391316868067e-24,"MUCL3"
228.601226190145,2.33990294279395,0.216883499236095,10.7887550276325,3.89023717024776e-27,6.03391316868067e-24,"IL22RA1"
44.883329315535,2.87181842809438,0.266367142622588,10.7814289698765,4.21289643778836e-27,6.21246191372383e-24,"CLRN3"
128.088554247507,3.64890229997146,0.340866432172701,10.7047862610383,9.6653452890432e-27,1.37437758101162e-23,"UGT2B15"
27.0673060817914,3.02812258860068,0.283443149895521,10.6833507520533,1.21794542812682e-26,1.6721550765817e-23,"CYP2W1"
1888.06095068647,3.86064079708013,0.36553350550558,10.5616605288765,4.48654020012069e-26,5.95438660226017e-23,"TM4SF4"
35.4838042068476,3.16226519629211,0.303303074480323,10.4260901466637,1.88485325647143e-25,2.42082040020678e-22,"B3GALT5-AS1"
10.0267729262773,3.95492856297577,0.379555342310371,10.4198996091108,2.01165422173834e-25,2.5029379012035e-22,"ANKRD40CL"
28.3001136025086,-3.75634890025751,0.362763953464588,-10.3548019707647,3.98009341763155e-25,4.80204301281818e-22,"LINC00824"
23.0195201603311,3.5343277947618,0.347861793532279,10.1601494055249,2.98618494564824e-24,3.49691040032308e-21,"A1CF"
1603.42973624127,3.85813233134307,0.381418037545424,10.1152330292811,4.728903332675e-24,5.37946531972729e-21,"MUC6"
58.3116460118316,2.56493123317804,0.254309703932481,10.085856707454,6.38061293183961e-24,7.0567806633665e-21,"NR1I2"
136.61367820472,2.04111204746744,0.202721378873551,10.0685584263937,7.60850616504695e-24,8.18736953949579e-21,"MYO7B"
38.1171323520438,3.54384821381506,0.353443910725126,10.0266212156393,1.16432864221788e-23,1.2199406549975e-20,"CIDEC"
27.0721082773929,3.01577590806269,0.301790996598871,9.99292868922511,1.63673132577199e-23,1.67093481373363e-20,"GJB4"
8633.73740808636,-2.07315915523433,0.207578759507253,-9.9873376262367,1.73170347158687e-23,1.72369434303078e-20,"CBR1"
62.7433456770599,3.10384324488832,0.311276964233537,9.97132329573751,2.03499205816785e-23,1.97617582429153e-20,"MYBPC1"
29.514216343721,-3.70510067196459,0.371790509192988,-9.96556012149669,2.1565480841877e-23,2.04435623742698e-20,"RNU4-2"
189.080854027732,3.6833377449381,0.370467326250361,9.94240917874875,2.7216383154313e-23,2.52004719834644e-20,"OLFM4"
10.8766297768542,3.31778971249507,0.33446011108518,9.91983678331701,3.41313845877474e-23,3.0885024485481e-20,"SPDYC"
21.6907172261053,6.49856978396664,0.661775235007707,9.81990476553714,9.24308245548901e-23,8.17807395478433e-20,"MUC17"
225.506196404484,3.10159327425711,0.316177450103523,9.80965996544532,1.02312739215391e-22,8.85561241708872e-20,"KRT23"
270.106178448156,3.29219654172226,0.336000541836708,9.79818819257208,1.14623120561237e-22,9.71004158541626e-20,"CDHR5"
10.314690394365,2.52733905362298,0.25809342629687,9.79234182708677,1.21449829435039e-22,1.00740103311585e-19,"A4GNT"
1353.90075949556,1.95570858195775,0.199810971468444,9.78779377120751,1.27037505385124e-22,1.0322445463079e-19,"VILL"
44.1417692128533,2.85032894537797,0.293696637128835,9.70501049396636,2.87046768390034e-22,2.28575341668984e-19,"SLC13A5"
3471.38869635336,4.14247589790705,0.42707129716707,9.69972912107582,3.02300131047518e-22,2.36001563091312e-19,"TFF1"
57.0998566366225,2.24508747802003,0.233052126759868,9.63341338795556,5.7777637025192e-22,4.42387811184235e-19,"MYOM3"
103.265830072025,2.62755795276369,0.272933564252784,9.62709720205068,6.14405913242404e-22,4.61557951617855e-19,"CLCA2"
34983.9335654639,-0.985974117287999,0.102549612471212,-9.61460597976206,6.93744476027667e-22,5.1150807987114e-19,"RPS14"
783.334502521487,1.75578050822408,0.183150580662186,9.58654076812646,9.10877910546603e-22,6.59392800152963e-19,"CYP3A5"
85.1915271142687,2.61761608302261,0.275548501263285,9.49965639813623,2.1058399253382e-21,1.49721458263108e-18,"AC092868.1"
33.2953691987415,1.96946593718044,0.208450020965421,9.44814458669282,3.4488971429236e-21,2.40908490781585e-18,"TENM2"
21.7692982387073,2.12592824868778,0.226536705934645,9.38447586194312,6.32301385259021e-21,4.34053097484274e-18,"BTNL8"
8.16554326495638,2.90500203704378,0.311233953805485,9.33382107422428,1.02121371195739e-20,6.89146168501416e-18,"TAC3"
397.993727743174,-3.81735299851522,0.409559307360235,-9.32063544867167,1.15645589870516e-20,7.67404860115766e-18,"KLK12"
24657.7869663039,-1.03584783820784,0.111251702512172,-9.31084931571724,1.26814186936791e-20,8.27722434899728e-18,"RPL9"
3.82759090223047,3.43433092332207,0.369709165207704,9.28927721170409,1.5533959295428e-20,9.97555789270109e-18,"AC016735.1"
45.7726942826865,2.03980883204862,0.221417563671174,9.212497862536,3.18622484021668e-20,2.01364352401948e-17,"GUCY2C"
10377.7045596961,-1.21454549273002,0.133100009212655,-9.12505941896321,7.16969176179928e-20,4.4603324608756e-17,"SNHG29"
134.050555705215,-2.40884531710966,0.264327152098068,-9.1131209865869,8.0045467993825e-20,4.90309278180637e-17,"GALNTL6"
334.980526230049,2.92141472350608,0.320703951415868,9.10938175413305,8.28527526397156e-20,4.99815507022769e-17,"USH1C"
13205.5516103686,-1.13800255568488,0.125226751553201,-9.08753554308568,1.01309290332677e-19,6.02034237999331e-17,"RPS3A"
95.8931662054994,1.70792566169397,0.188409298166272,9.06497544609883,1.24632319856312e-19,7.29740561041037e-17,"HOXB-AS3"
43.816086228826,3.15975506233917,0.349568624519214,9.03901220163852,1.5809391308346e-19,9.12247702814198e-17,"CRISP3"
186.050511754557,2.45873896468443,0.272348621255446,9.02791045297155,1.74980929548309e-19,9.95266529995134e-17,"FAM3D"
26.4725700132925,2.69396311405597,0.299023677623702,9.00919664778556,2.07571392084605e-19,1.16400774307726e-16,"TPRXL"
