"Gene","Beta","HR","Pvalue","FDR"
"RNU6ATAC24P",-0.754041322812094,0.470461419238426,0.000240354099502249,0.0255664202142242
"GMPS",0.466043973798366,1.59367707784215,0.000241815302926805,0.0256024446335649
"PPP1R13B",-0.336427968582243,0.714317335013439,0.000241964187496699,0.0256024446335649
"INAFM2",-0.414870219658049,0.660425985453692,0.000242055182873742,0.0256024446335649
"HSF2BP",0.389981570126664,1.47695357356453,0.000242568125585918,0.0256086528989358
"AL353597.3",-0.576231435838803,0.562012360342221,0.000243109172507288,0.025617799456581
"P2RX1",-0.284989685406753,0.752022011080535,0.000248405647486487,0.0261270835498101
"AC126768.3",5.46874968679833,237.163478678708,0.000251465572667092,0.0262776491251177
"AC073862.2",-0.519394132653806,0.594880857695778,0.00025210682029272,0.0262776491251177
"AC004687.1",-0.247291051829322,0.780913374186027,0.000252142386649494,0.0262776491251177
"RNU6-1072P",11.0814077892302,64952.2581644434,0.000252167734083452,0.0262776491251177
"AC107304.1",11.0814077892302,64952.2581644434,0.000252167734083452,0.0262776491251177
"PGAM1",0.461183752896813,1.58595024745945,0.000254783496133369,0.0264710740807587
"ITGB1",0.354260284343329,1.42512607621431,0.000255185868499705,0.0264710740807587
"ZBTB18",-0.278908926674991,0.756608806957134,0.000255432529798722,0.0264710740807587
"ZNF266",-0.444931292515451,0.640868306968973,0.000257626926847021,0.0266170337086938
"NCAPH",0.231037201848299,1.25990610941335,0.000258453534998109,0.0266170337086938
"LINC00683",-0.313719187432453,0.730724195888854,0.000258602217963499,0.0266170337086938
"POLR3KP1",1.23299355849588,3.4314865318327,0.000258729503199308,0.0266170337086938
"SEPTIN2",0.656369101879309,1.92778003872057,0.000259933880414414,0.0266922266707523
"BIRC5",0.20750998858008,1.23061000882532,0.00026246458880694,0.0268661523874123
"AKT1S1",0.497347496932645,1.6443538273615,0.000263537352320184,0.0268661523874123
"CD302",-0.255905053543672,0.77421547431837,0.000263740032336015,0.0268661523874123
"AC084026.3",0.435691848345317,1.54603230892401,0.000264645362361602,0.0268661523874123
"IFITM3P6",-0.540030299004458,0.58273059594958,0.000264664839546484,0.0268661523874123
"DNALI1",-0.184174453322636,0.83179068252029,0.000264883602591655,0.0268661523874123
"RNU7-176P",7.22769827694522,1377.04926748556,0.000264963472530886,0.0268661523874123
"YKT6",0.502558184187101,1.6529444028556,0.0002663516431728,0.0269584205305382
"KCNV1",0.219429407652176,1.24536593154764,0.000267204634012174,0.0269704445337723
"IRX2",-0.127277195274824,0.880489571218172,0.000267427247310535,0.0269704445337723
"ABCA3",-0.16129157654742,0.851043890487794,0.000268806440739333,0.0270157457647339
"RACGAP1",0.285450756915843,1.33036156266409,0.000268834847701428,0.0270157457647339
"PGAM4",0.538787643447628,1.71392771061275,0.000269974716311061,0.0270169139097
"DNAJC9",0.45635632223283,1.57831263246403,0.000270228834433943,0.0270169139097
"CD109",0.187211449972585,1.20588224186065,0.00027028415363046,0.0270169139097
"HEMK1",-0.46126240573183,0.630487212231165,0.000272373272552906,0.0270676196484954
"NCAPD2",0.330268740394592,1.39134198802082,0.00027270544044362,0.0270676196484954
"AC022167.3",-0.765760828574112,0.464980026270602,0.000272990839259791,0.0270676196484954
"KYNU",0.158427512358199,1.17166698976982,0.00027299109095116,0.0270676196484954
"SMIM17",-0.547851529792386,0.578190702391814,0.000273268250558996,0.0270676196484954
"AC105020.5",-0.75450665458534,0.470242549519435,0.000273742423699153,0.0270676196484954
"ANGPTL4",0.156400373559816,1.16929426389094,0.000274784026795271,0.0270676196484954
"Z83847.1",-0.886673042524512,0.412024262202895,0.000275402096005675,0.0270676196484954
"PRR11",0.246148755935596,1.27908983159499,0.000275560987504002,0.0270676196484954
"ZRANB2-AS2",-0.516930883288569,0.596348003822434,0.000275592693313402,0.0270676196484954
"PBK",0.206728132183442,1.22964822455574,0.000276591137639262,0.0271099115715356
"AL627443.1",1.07595844217424,2.93280247549227,0.000276985047985038,0.0271099115715356
"AC123595.2",-0.453107203663735,0.635649985966291,0.000277942628448557,0.0271562637672027
"LOXL2",0.207908270191572,1.23110023578047,0.00027842814204624,0.0271562637672027
"CARHSP1",0.453663183158647,1.57406773565668,0.000278903730687001,0.0271562637672027
"CACNB1",-0.263429229621372,0.768412001323275,0.000280027371305101,0.0271966315123933
"C11orf16",-0.208758388169688,0.811591302016425,0.000280379697015376,0.0271966315123933
"LINC02325",-0.498023477489606,0.607730666744589,0.000280765565847397,0.0271966315123933
"AC010615.1",-0.420079034918299,0.656994892225408,0.000281392763992641,0.0272106320117481
"AC024075.2",-0.410535085515603,0.663295235490113,0.000282469410088149,0.0272347216618221
"IVD",-0.353279141200792,0.702381102505627,0.00028277914825025,0.0272347216618221
"ACAP1",-0.281448117051781,0.754690070205381,0.000283091153927695,0.0272347216618221
"HNRNPF",0.61498602163691,1.84963074456749,0.000284644984055934,0.0273375564244248
"HSPD1",0.407360552531408,1.50284586287029,0.00028545704627986,0.0273539529224083
"AC139453.1",-0.749285582603633,0.472704140198572,0.000285786119471025,0.0273539529224083
"RPS6KL1",-0.298942355701192,0.741602157339266,0.000286575628837979,0.0273830299175761
"TTC16",-0.3291274527641,0.719551302100193,0.00028724746945637,0.0274007839899701
"AL133445.2",-0.828438523244818,0.436730699012827,0.000288829502147861,0.0274391639840056
"LINC01600",0.482821536726117,1.62064065436557,0.000290299024094688,0.0274391639840056
"LINC01066",3.41951838563623,30.5546958964394,0.000291024133348077,0.0274391639840056
"IRX3",-0.179606450542109,0.835598996242468,0.000291055567981351,0.0274391639840056
"ZNF682",-0.234732224817494,0.790782573228177,0.000291139303670257,0.0274391639840056
"CDCA3",0.226051252398298,1.25363991568396,0.000291380503027149,0.0274391639840056
"RAC1",0.510188226587355,1.66560467652632,0.000291539748067903,0.0274391639840056
"CFL1",0.555205925328463,1.74229973147978,0.000291915539351512,0.0274391639840056
"AC012668.3",-0.590742569528971,0.553915810976631,0.000292030268029008,0.0274391639840056
"RTL5",-0.269144514338087,0.764032833970355,0.00029331040603396,0.0274404060232025
"GAPDHP72",0.482206330428581,1.61964393265513,0.000293500775930648,0.0274404060232025
"SHISA2",-0.161886321108431,0.850537887248998,0.000293503704271164,0.0274404060232025
"AC092574.1",-0.697449428082509,0.497853496943308,0.000294166975144813,0.0274568830972913
"LINC00426",-0.332477444883756,0.717144843966889,0.000294985727494679,0.0274877940053554
"KRT18P14",0.846004395715174,2.33031720014997,0.000296377780945739,0.0275719369283778
"ZDHHC11B",-0.163043435743023,0.849554286591491,0.000297038450342238,0.0275878742611104
"GNMT",-0.417090457760735,0.658961309083598,0.000298936555038542,0.0277184987283764
"TLE1P1",0.563879370032165,1.7574771971645,0.000301179866058111,0.0278806504579508
"ASPM",0.206938953265523,1.22990748765313,0.000302769664068072,0.0279818730844289
"CACYBP",0.418307729641432,1.51938816324313,0.000303645218306448,0.0280059597794097
"AC092078.3",-0.519510873160647,0.594811415056404,0.000304897332133945,0.0280059597794097
"DRP2",0.236459597160024,1.26675637403113,0.00030508273602063,0.0280059597794097
"ZNF185",0.321261310812882,1.37886584637624,0.00030587825369048,0.0280059597794097
"GPR174",-0.243226282597781,0.784094066853387,0.000305893939134054,0.0280059597794097
"USP5",0.51730611223259,1.67750255377576,0.000306032423432652,0.0280059597794097
"AC023158.1",0.641998603068632,1.90027498199964,0.000306507683835245,0.0280059597794097
"LRP10",0.450985632239548,1.56985872657704,0.000307165071296482,0.0280064746724243
"FAM131C",0.290742017562486,1.33741950869544,0.000307844948529887,0.0280064746724243
"TSPOAP1-AS1",-0.403202299480171,0.668176913807716,0.000308003659303658,0.0280064746724243
"AC087501.4",-0.630053313494943,0.532563407433495,0.000309557198894374,0.0281024100561501
"LAMC2",0.176365935806399,1.19287449428208,0.000310791755311554,0.0281376604318236
"MZT2A",0.365230964529913,1.44084675421473,0.000310943707411418,0.0281376604318236
"AC105942.1",-0.351144449972032,0.703882070766302,0.000312948208189594,0.0282612931606329
"SLC16A1",0.177677281836583,1.19443979161358,0.000313312548343188,0.0282612931606329
"PCLAF",0.257533106786272,1.29373464166759,0.000314398091222376,0.0282983921915242
"CCT4",0.426899334359802,1.53249838402799,0.000314727754790792,0.0282983921915242
"SMARCAL1",0.868538192205893,2.38342419766599,0.000315514929397064,0.02832399627339
"AL449214.1",-1.048115251567,0.350597915663954,0.000318332669519726,0.0285315144305947
"RBBP7",0.604013347635389,1.82944629061695,0.000319713940382037,0.0286098303221869
"F2RL1",0.231425336822405,1.26039521795243,0.000324985670718594,0.0290354868025855
"AL139095.3",0.362892133342083,1.43748079462907,0.000326667689518358,0.0290820337790033
"PPM1G",0.567363349737846,1.76361089068019,0.000326712494279989,0.0290820337790033
"ANP32B",0.542051549511212,1.71953094890738,0.00032715199985048,0.0290820337790033
"GTSE1",0.231061409991205,1.25993660976968,0.000327570090990264,0.0290820337790033
"PLEC",0.304384822943044,1.35579069507934,0.000329220266985261,0.0291484329578312
"AC104119.1",3.87520650014933,48.1926490528724,0.000329352061056806,0.0291484329578312
"LINC02390",-0.727257143981438,0.483232611485697,0.000330681592651041,0.0291835670490007
"ZNF25",-0.452808179492223,0.635840089098016,0.000330784364699721,0.0291835670490007
"UBE2MP1",0.579698441484403,1.7854999168529,0.000331941166970707,0.0291903952479745
"FAM30A",-0.191076350361077,0.826069515037649,0.000332075949079475,0.0291903952479745
"DNAJB4",0.311113939616696,1.36494473360624,0.000332415101270038,0.0291903952479745
"LRRC8A",0.396617492469911,1.48678711400329,0.000333519761640447,0.0292063190993586
"AC098935.2",-0.588298408599299,0.555271326234051,0.000333632565275772,0.0292063190993586
"MUSK",-0.301325117417695,0.739837199681705,0.000334660111718151,0.0292449216356166
"LMNB2",0.339149752783603,1.40375354547422,0.000335817409865716,0.0292449216356166
"CBX7",-0.335771017482356,0.714786760750338,0.000338683469966739,0.0292449216356166
"CD5",-0.241751568753325,0.785251234264817,0.000339046931095046,0.0292449216356166
"KRT18P10",0.457446546625025,1.58003428571811,0.0003391957318342,0.0292449216356166
"AL353152.1",-0.695437701288286,0.498856050256272,0.000340451976367638,0.0292449216356166
"TPM3",0.578704665494042,1.78372641128433,0.000341162529524368,0.0292449216356166
"AC114786.4",5.43359485887269,228.970885718828,0.00034176333493203,0.0292449216356166
"KNOP1",0.551712153793823,1.73622315553826,0.000341975518943072,0.0292449216356166
"LINC01480",-0.34239633768548,0.710066722730481,0.000343483776059687,0.0292449216356166
"UBE2S",0.250404772075845,1.28454525952293,0.000344277074582281,0.0292449216356166
"GJB2",0.153158157588079,1.16550929850612,0.00034461826766523,0.0292449216356166
"VASP",0.44874719079802,1.56634861979602,0.000344977249594189,0.0292449216356166
"FCRL2",-0.198645963757768,0.819840095065417,0.000344991527045377,0.0292449216356166
"AC139453.2",-0.557090990374582,0.572873135740758,0.000345214457030979,0.0292449216356166
"NEDD1",0.529423803531641,1.69795367179296,0.000345310139958745,0.0292449216356166
"GIMAP5",-0.296247882557525,0.743603078939672,0.000346783267640993,0.0292449216356166
"ZNF136",-0.535456865742064,0.585401779022935,0.000347038413165203,0.0292449216356166
"LINC00926",-0.260075818533923,0.770993128018872,0.000347059889898423,0.0292449216356166
"RNU6-646P",-1.58930286035608,0.204067825928381,0.000347667630643639,0.0292449216356166
"AC092329.4",-0.405193352490006,0.666847861698041,0.000348745291430584,0.0292449216356166
"STARD9",-0.286763176269407,0.750689488872612,0.00034907879481863,0.0292449216356166
"AL135960.1",-0.571434392230222,0.564714834905149,0.00034949931965939,0.0292449216356166
"MIR655",8.87516447455631,7152.12271294431,0.000349920602874875,0.0292449216356166
"PRY",8.87516447455631,7152.12271294431,0.000349920602874875,0.0292449216356166
"AL022161.1",8.87516447455631,7152.12271294431,0.000349920602874875,0.0292449216356166
"MIR5692A2",8.87516447455631,7152.12271294431,0.000349920602874875,0.0292449216356166
"SNORD115-11",6.29779304503412,543.371389679153,0.000349920602874876,0.0292449216356166
"MIR211",6.29779304503412,543.371389679153,0.000349920602874876,0.0292449216356166
"EPN1",0.509541307815682,1.66452751405077,0.000350053673282084,0.0292449216356166
"AC008957.1",-0.324332085987455,0.723010100984928,0.000350154713070122,0.0292449216356166
"AL138899.2",-0.671062601537036,0.511165124253687,0.000351164304867916,0.0292858562888072
"BZW2",0.387900459790581,1.47388306635701,0.000351763332017542,0.0292924809539452
"ATF7IP2",-0.343976849546323,0.708945340265794,0.000352872060447243,0.0293414679642681
"AC021678.2",-0.816500803077263,0.441975511150035,0.000353944507575636,0.0293633485780897
"ATG16L2",-0.272617279432807,0.761384129239959,0.000354176902105524,0.0293633485780897
"ECHDC2",-0.335067145013047,0.715290056579916,0.000358137115707526,0.0296480734730213
"LINC02812",-0.5890634108107,0.5548467048804,0.000359267729140195,0.0296895210555
"CHEK2P4",3.84996601208406,46.9914660624386,0.000359691054365448,0.0296895210555
"IL22RA1",0.176884173391463,1.19349284689223,0.000363092763781993,0.0299264877938211
"GHRL",-0.476579518502443,0.620903552867548,0.000365418067019969,0.0300613112254829
"COPS5P2",-1.17656057509712,0.308337420331302,0.00036579501030015,0.0300613112254829
"FANCI",0.294925890774038,1.34302682431972,0.000369002733806688,0.0302807832912458
"GUCA2B",0.189944211902737,1.20918213780483,0.000373175530410218,0.0305786972418698
"LINC01374",-0.622147229933524,0.536790586430906,0.000373969392110387,0.0305992720603994
"PRCD",-0.584170552309935,0.557568143675184,0.000374815100411865,0.0306240233345208
"ZNF80",-0.475446375267702,0.621607524302816,0.000376924490999959,0.0307078806544133
"ATP5MC1P4",0.438810408584037,1.5508612295367,0.000377069193083019,0.0307078806544133
"TICRR",0.241736374165257,1.27345843201838,0.00037747554444282,0.0307078806544133
"AL133399.1",2.94555971468661,19.0213059117991,0.000378084454838995,0.0307103525498284
"AC060234.2",-0.567299715329657,0.567054582004308,0.00037906865491628,0.0307103525498284
"RIPK2",0.356636150935985,1.42851601107099,0.000379140154936153,0.0307103525498284
"XCR1",-0.257786959941152,0.772759843374416,0.000381101420535249,0.0307651574354166
"TYMS",0.327935378357264,1.38809926813604,0.000381348335109242,0.0307651574354166
"NXNL2",0.326932346625473,1.38670765855418,0.0003814538996622,0.0307651574354166
"ADPGK-AS1",-0.637617905962992,0.528549981397404,0.000383040981187209,0.0307890211139928
"CHAF1B",0.322753369474144,1.38092473071118,0.000383168174930042,0.0307890211139928
"DENR",0.574846793251496,1.77685827937995,0.000383632188318159,0.0307890211139928
"LINC01781",-0.321810041715286,0.72483586583096,0.000384377269796958,0.0307890211139928
"AL365259.1",-0.72081614616901,0.486355157038437,0.000385616517837779,0.0307890211139928
"ANKRD55",-0.491927425480812,0.611446739675325,0.000385967029669559,0.0307890211139928
"SIGLEC6",-0.254513957863501,0.775293231578147,0.000386375525164275,0.0307890211139928
"MIR184",5.78905895222738,326.705434248965,0.000387285378853271,0.0307890211139928
"SYNE1",-0.236310417600928,0.789535550158077,0.000387948158370896,0.0307890211139928
"TMPRSS2",-0.154530036463481,0.856817755980349,0.000388061296574785,0.0307890211139928
"CDC20",0.203406624714895,1.22557071428334,0.000388912430847744,0.0307890211139928
"ASB2",-0.300236615486449,0.740642952354479,0.000389194867418321,0.0307890211139928
"RPE",0.511315237781008,1.66748288982587,0.000389314500912574,0.0307890211139928
"PVR",0.353575001306889,1.42414979604182,0.000389690490158224,0.0307890211139928
"IGFBP1",0.158253092994937,1.17146264618077,0.000390111716668859,0.0307890211139928
"PTTG1",0.25558305571693,1.29121425128983,0.000390743175746005,0.0307890211139928
"MKI67",0.214338542819287,1.23904205258709,0.000391034112346014,0.0307890211139928
"AC012181.1",-0.549300452023483,0.57735355565602,0.00039414918976749,0.0309910107703376
"FRRS1",0.345055691142088,1.41206855718859,0.000395529963800278,0.0310223746385015
"CKMT2",-0.360230589556234,0.697515467743446,0.000395682823871796,0.0310223746385015
"MELK",0.207097722280365,1.23010277435562,0.000396198909814833,0.0310223746385015
"ATOH1",0.31912835557202,1.37592792158765,0.000397683657947,0.0310954423029404
"IKZF4",-0.392336045984915,0.675477084454453,0.000398430919732964,0.0311107223419191
"RAET1L",0.251664653180744,1.28616465373166,0.00039937791607313,0.0311415344350467
"HNRNPM",0.732224252005863,2.07970124670591,0.0004005385793841,0.0311765390074578
"CENPM",0.264540262891639,1.30283187791493,0.000401847354453312,0.0311765390074578
"AC012615.1",-0.492310836460572,0.611212349218604,0.000402533109204014,0.0311765390074578
"DTYMK",0.348805885828165,1.41737403125045,0.000402944442195901,0.0311765390074578
"PTPRH",0.147930269342186,1.15943204558489,0.000403406415785427,0.0311765390074578
"HMCN2",-0.225634051948587,0.798010078471469,0.000403869462478853,0.0311765390074578
"PIMREG",0.209294338985283,1.23280780853248,0.000404187536433551,0.0311765390074578
"AC112777.1",0.340409870552332,1.40552355523595,0.000404250922634661,0.0311765390074578
"AC012368.1",-0.329583238560659,0.719223415565488,0.000406263556074901,0.0312889538760637
"AC025279.1",-0.676826347518661,0.508227372682589,0.000407233228746587,0.0313208465263541
"RAB35",0.673682916443201,1.96144788319748,0.000408725959484071,0.0313673189919365
"LINC02273",-0.409287691907969,0.664123141982119,0.000408950252928079,0.0313673189919365
"AL158800.1",0.893305473322153,2.44319222535887,0.000410896640161564,0.0314737893828102
"NEIL1",-0.246054540611376,0.781879579572244,0.000412166635537296,0.0315273413113572
"AL596223.1",0.298910226145287,1.34838856799978,0.000412823004316887,0.0315273413113572
"COL6A5",-0.202066376023561,0.817040694229977,0.000413273471496611,0.0315273413113572
"PFKP",0.246074473522342,1.27899482124437,0.000414270192919911,0.0315606708054769
"CAV3",-0.559386194578572,0.571559782694527,0.000418901396805946,0.0318379718127095
"UGDH-AS1",-0.535481584339058,0.585387308891121,0.00041940606249411,0.0318379718127095
"EIF4G1",0.493813992918016,1.63855374984446,0.000420401742391433,0.0318379718127095
"CENPN",0.320601345594384,1.37795614309594,0.000420579223030503,0.0318379718127095
"C3orf18",-0.40402711216274,0.66762602023824,0.000420733805173631,0.0318379718127095
"FOSL1",0.156331936751531,1.16921424386176,0.000423750383834214,0.0319817270150558
"CDCA4",0.32415871389911,1.38286676988012,0.000423768094228868,0.0319817270150558
"RMDN2",-0.303873542089859,0.737954180693775,0.00042526888312322,0.0320520836296185
"GAB3",-0.303363801536708,0.738330441755656,0.000426209730205551,0.0320786010490024
"AC009570.2",-0.511903787704727,0.599353450242706,0.000426758741073361,0.0320786010490024
"SMILR",0.462609077126251,1.58821235250744,0.000431017989655958,0.032355619420565
"MIR4470",1.02108406120279,2.77620270691825,0.000431718973823585,0.0323651447716468
"AC091133.3",0.493212338406633,1.63756820309777,0.000434106047782128,0.0325008798801663
"AP001021.1",-0.486214589766189,0.614949831213177,0.000434965101270643,0.0325220060334665
"TFAP2A",0.165123850648027,1.17953919635914,0.000436159209988635,0.032568094863999
"AMPD1",-0.279947480249502,0.755823436071623,0.000438619419536168,0.0327002850713562
"FAM122C",-0.61310866031351,0.541664398481736,0.000439089609036056,0.0327002850713562
"SLC2A11",-0.403731995968515,0.667823076564325,0.000440299002988412,0.0327470931299138
"MAD2L1",0.227820813323639,1.25586027184156,0.000442655783817407,0.0328466768883577
"AL132642.1",-0.593529220044046,0.552374389895072,0.000442803221852417,0.0328466768883577
"ANP32A",0.574345604382877,1.7759679609167,0.000444699156681786,0.0329439680119479
"CISH",-0.25343249785347,0.776132133741957,0.000446296258898227,0.0329974185101647
"FGD3",-0.304695529058265,0.737347841209681,0.000446655574998845,0.0329974185101647
"BTBD6P1",-0.696856689503775,0.498148681392467,0.00044758225247208,0.0329974185101647
"TRBJ1-5",-0.548808118542516,0.577637876126326,0.000448018476085479,0.0329974185101647
"LRRC3B",-0.498050841151152,0.607714037235836,0.000448347214750713,0.0329974185101647
"AC012354.4",0.655733795599435,1.92655569691295,0.000450492572467409,0.0330842341751785
"KCTD7",-0.479893177478578,0.618849495338878,0.000450700508133552,0.0330842341751785
"AL031674.1",0.590814385955477,1.80545815661427,0.000451549747050008,0.0330967777744233
"ADRB2",-0.233152738518994,0.792032590400305,0.00045204553154367,0.0330967777744233
"HMGA1P3",0.589809638716602,1.80364503853173,0.000453813627813356,0.0331553094814841
"Z97832.1",-1.09889367417133,0.333239551360656,0.000454021195538983,0.0331553094814841
"PAX5",-0.17368654745843,0.840560332141623,0.000454968214133799,0.0331814851746534
"AL109811.2",-0.444361747922834,0.641233414010288,0.000455614066427139,0.0331856571174372
"SGO1",0.2560845573091,1.29186195969251,0.000456805441008406,0.0332144192549659
"MAFK",0.253460661229212,1.28847669139907,0.000457187266600212,0.0332144192549659
"CDCP1",0.245385171494694,1.2781135113,0.000458878492542804,0.033275824334771
"UBE2V2",0.446486113661554,1.56281098568304,0.000459212986598053,0.033275824334771
"FCRL6",-0.29921186623169,0.741402314679484,0.000460960312396895,0.0333595617094831
"PEF1-AS1",-0.527419088560337,0.590126069045069,0.000463298558105931,0.0334857942458718
"KCMF1",0.54488646823491,1.72441259565691,0.000464508346142723,0.0335302465072242
"SLC52A3",0.258968888252947,1.29559349602388,0.000466671218691581,0.0336037467610485
"AC105272.1",5.87787334025906,357.049111754943,0.000466718705014563,0.0336037467610485
"AC008467.1",-0.489305070743294,0.61305227415025,0.000469058400182691,0.0337268541095478
"SH3BP5-AS1",-0.255991465667441,0.77414857560545,0.000470191883765273,0.0337268541095478
"AC106738.1",-0.4514647461274,0.636694871931731,0.00047022327462226,0.0337268541095478
"AL590229.1",8.12706975778213,3384.86654032604,0.00047174275580126,0.0337928457446656
"KHDRBS1",0.88735068331048,2.42868676006169,0.000472342376009723,0.0337928601394976
"AF064863.1",1.5290132934512,4.61362228435144,0.000475618954814047,0.033973202843417
"RPS3AP28",-1.20425073213642,0.299916633242362,0.00047614938093746,0.033973202843417
"CD19",-0.195830513170647,0.822151566732672,0.000477088861311411,0.033973202843417
"GAPDHP60",0.473151689561802,1.60504483305877,0.000477463332728878,0.033973202843417
"ATIC",0.509611685708375,1.66464466411188,0.000477876221350037,0.033973202843417
"PCBP1-AS1",-0.502028165804111,0.60530176159528,0.000479153005280619,0.0340085916716105
"AC079949.2",0.17975620395047,1.19692552183457,0.000479580501967687,0.0340085916716105
"TMEM243",-0.35998684504847,0.697685504029652,0.00048147642434033,0.034100144344988
"PPP2R1A",0.618532731501471,1.85620249533276,0.000482506619925886,0.0341302298681829
"FCRL3",-0.215933961135468,0.805788513474927,0.000483702438188953,0.0341392194724912
"CLIC6",-0.127667146967187,0.880146289755711,0.000483844833945659,0.0341392194724912
"CLUHP3",-0.258165238099679,0.7724675804857,0.000487006198276601,0.0343193267925521
"TOMM40",0.342577715522756,1.40857381745922,0.000490722130575599,0.034473676616665
"UHRF1",0.240140489361327,1.2714277598487,0.000490922280964017,0.034473676616665
"DDX56",0.542424040990127,1.72017157884076,0.000491611843653143,0.034473676616665
"DNAAF5",0.476616077486934,1.61061497399115,0.000492849627838858,0.034473676616665
"ALG3",0.404582981715634,1.49867739384987,0.000492876643164364,0.034473676616665
"AC127526.4",-0.703330628268581,0.494934114016908,0.000493433863062147,0.034473676616665
"H2AZ1",0.347834697254814,1.41599816200953,0.000494326336899551,0.034473676616665
"NEIL3",0.181310673088536,1.19878755247847,0.000494843198650838,0.034473676616665
"BUB1B",0.219699902282484,1.24570284190906,0.000495691194475476,0.034473676616665
"SERBP1",0.634667827216093,1.88639542815503,0.000496069333650876,0.034473676616665
"ST3GAL5-AS1",-0.366934784812421,0.692854828228649,0.00049631728144267,0.034473676616665
"AP000695.2",0.32325045438442,1.38161133819402,0.000496534436865545,0.034473676616665
"AL358292.1",5.01971943725176,151.368829381193,0.000498415925770946,0.0344966345961417
"RBM22P1",3.53720758636198,34.3708075498302,0.000498496458763534,0.0344966345961417
"MBL1P",-0.292941428175063,0.746065837855144,0.000498700815876534,0.0344966345961417
"L3MBTL2-AS1",-0.520822665758589,0.594031657396941,0.000500573553885219,0.0345837434728347
"PLA2G3",-0.189274253591073,0.827559514400779,0.000502358063131028,0.0346344939580041
"SH3GL1",0.506948374585499,1.66021709607506,0.000502712934232677,0.0346344939580041
"AC119424.1",-0.78169928785609,0.457627709004162,0.000503151173400123,0.0346344939580041
"A2MP1",-0.538671530156743,0.583522930307684,0.000505963607767458,0.0347837185862115
"SEMA4B",0.275724255785903,1.31748452520033,0.000506566291038368,0.0347837185862115
"LASP1",0.504663010171578,1.65642722726946,0.000507170013443058,0.0347837185862115
"METTL5",0.488649095319655,1.63011260510597,0.000509409831345516,0.034894882930662
"CDH24",0.262957206428192,1.3007710531212,0.000510050506906452,0.0348955213696403
"ADAMTS9-AS2",-0.316276580575091,0.728857834368413,0.000510657108165767,0.0348955213696403
"TRG-AS1",-0.308862402392251,0.734281798494352,0.000511425664692651,0.0349057303543739
"CYP4Z2P",-0.243089058865175,0.784201670550676,0.000515114245298246,0.0351149706081426
"MOCS1",-0.325483673233833,0.722177971000731,0.000516726457697935,0.0351823318589116
"GPRIN1",0.252457365694954,1.28718461676333,0.000518147340062903,0.0352365192320702
"CNIH1",0.370878534539578,1.44900705838749,0.000521223398554929,0.0354030003818466
"PSMC1",0.404139893264991,1.49801349429938,0.000525573072462015,0.0356341141981083
"PXMP4",-0.225337972266177,0.798246388023565,0.000525890148517563,0.0356341141981083
"PSME3",0.587812941658538,1.80004729878298,0.000526586997479542,0.0356384976829612
"AP000357.2",-0.249653246856786,0.779070881516908,0.000529637415678405,0.0357176023995189
"AL161725.1",-0.483198949002351,0.616807098009116,0.000530278414141017,0.0357176023995189
"SRXN1",0.494232617697409,1.63923983264212,0.000530369908239693,0.0357176023995189
"CDC6",0.221938386561306,1.24849445145811,0.000530535972281864,0.0357176023995189
"WDR91",-0.374932866185759,0.687335420690568,0.000530923634362084,0.0357176023995189
"SMC2",0.348180534726778,1.41648795192315,0.000533645572640714,0.0358480179561859
"PRDM16",-0.150177831020559,0.860554929455859,0.000534133941450194,0.0358480179561859
"CCR4",-0.21369948112598,0.807591044910402,0.00053502344470284,0.0358650198793904
"TUBA1B",0.346190419250158,1.41367178051021,0.000538089209583459,0.0360276927309704
"PRDM2",-0.5387714386525,0.583464634321658,0.000538777094515443,0.0360309578652463
"AL357143.1",-0.454874309762906,0.634527716875469,0.0005397189690645,0.0360511808056638
"INSL4",0.100098728974424,1.10528003585341,0.000541911260318376,0.0361547801321997
"DDX52",0.561035436476579,1.75248614925856,0.000543044690326139,0.0361875738319461
"ALOX15P1",-0.361759367340439,0.696449936280161,0.000544061120907946,0.0362125026591575
"IGKJ3",-0.368067176794018,0.692070689037011,0.00054477393263682,0.0362171877669026
"TTLL2",-0.341560146043254,0.71066072290383,0.000546268360969169,0.0362550836277817
"IFNG-AS1",-0.318608729817384,0.727160009682057,0.000546630145516079,0.0362550836277817
"AKNA",-0.351606063622218,0.703557224176894,0.000548480177990977,0.0363350393823964
"AJ003147.2",0.340670034964531,1.40588927001645,0.000549453555279313,0.0363487070974558
"BLOC1S4",0.441084597882901,1.55439219506912,0.000550849883152409,0.0363487070974558
"OGT",-0.343322177141239,0.709409619175492,0.000551098403154225,0.0363487070974558
"ACOXL",-0.271901467415935,0.761929332257281,0.000551265513131913,0.0363487070974558
"NT5C3AP2",-0.539375435611674,0.583112329862864,0.000552307420456713,0.0363748634762473
"AC103563.7",-0.666800498331364,0.513348412162548,0.000554451565735023,0.0364734672927394
"AC026748.3",-0.33758650906657,0.713490248661191,0.000561405285037802,0.0368878605469594
"NCAPG",0.200789651162747,1.2223676211708,0.000562098249048798,0.0368903968432771
"TICAM1",0.433591325878001,1.54278824163482,0.000563041114601927,0.0369093091590677
"PXK",-0.490354528534278,0.61240923914293,0.000564004007212081,0.0369294888624718
"PRDM16-DT",-0.194434714784299,0.823299925815287,0.000568522659583662,0.0371821733836294
"CYP1B1-AS1",-0.346867084266119,0.706899280050363,0.000569425407209602,0.0371980611319218
